provider,model,task,regime,method,metric,metric_label,direction,n,mean,median,bootstrap_95_low,bootstrap_95_high,block_values
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.6,2.0,2.0,3.4,"{""0"": 4.0, ""1"": 2.0, ""2"": 3.0, ""3"": 2.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.6,2.0,2.0,3.4,"{""0"": 4.0, ""1"": 2.0, ""2"": 3.0, ""3"": 2.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,valid_fraction,valid generated fraction,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,tokens_used,reported input plus output tokens,lower,5,16417.0,16071.0,16022.6,17104.4,"{""0"": 17768.0, ""1"": 16225.0, ""2"": 16071.0, ""3"": 15993.0, ""4"": 16028.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,parent_improvements,parent improvements,higher,5,2.8,3.0,1.8,4.0,"{""0"": 5.0, ""1"": 3.0, ""2"": 1.0, ""3"": 2.0, ""4"": 3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,productive_collisions,productive behavior collisions,higher,5,2.6,3.0,1.6,3.4,"{""0"": 4.0, ""1"": 3.0, ""2"": 1.0, ""3"": 2.0, ""4"": 3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,unproductive_collisions,unproductive behavior collisions,lower,5,4.8,5.0,3.4,5.8,"{""0"": 2.0, ""1"": 5.0, ""2"": 6.0, ""3"": 6.0, ""4"": 5.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,niche,restarts,restarts,lower,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.4,2.0,2.0,2.8,"{""0"": 2.0, ""1"": 3.0, ""2"": 3.0, ""3"": 2.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.4,2.0,2.0,2.8,"{""0"": 2.0, ""1"": 3.0, ""2"": 3.0, ""3"": 2.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,valid_fraction,valid generated fraction,higher,5,0.925,1.0,0.825,1.0,"{""0"": 1.0, ""1"": 0.75, ""2"": 0.875, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,tokens_used,reported input plus output tokens,lower,5,27610.2,27483.0,27317.4,27903.0,"{""0"": 27974.0, ""1"": 27246.0, ""2"": 27306.0, ""3"": 28042.0, ""4"": 27483.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,parent_improvements,parent improvements,higher,5,0.8,1.0,0.4,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,productive_collisions,productive behavior collisions,higher,5,0.8,1.0,0.4,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 0.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,unproductive_collisions,unproductive behavior collisions,lower,5,6.2,7.0,5.0,7.0,"{""0"": 7.0, ""1"": 4.0, ""2"": 6.0, ""3"": 7.0, ""4"": 7.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational,restarts,restarts,lower,5,7.0,7.0,7.0,7.0,"{""0"": 7.0, ""1"": 7.0, ""2"": 7.0, ""3"": 7.0, ""4"": 7.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.4,2.0,2.0,2.8,"{""0"": 2.0, ""1"": 2.0, ""2"": 2.0, ""3"": 3.0, ""4"": 3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.4,2.0,2.0,2.8,"{""0"": 2.0, ""1"": 2.0, ""2"": 2.0, ""3"": 3.0, ""4"": 3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,valid_fraction,valid generated fraction,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,tokens_used,reported input plus output tokens,lower,5,27865.2,27902.0,27483.6,28215.6,"{""0"": 28434.0, ""1"": 28125.0, ""2"": 27902.0, ""3"": 27651.0, ""4"": 27214.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,parent_improvements,parent improvements,higher,5,1.0,1.0,0.4,1.6,"{""0"": 1.0, ""1"": 2.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,productive_collisions,productive behavior collisions,higher,5,1.0,1.0,0.4,1.6,"{""0"": 1.0, ""1"": 2.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,unproductive_collisions,unproductive behavior collisions,lower,5,6.4,6.0,6.0,6.8,"{""0"": 7.0, ""1"": 6.0, ""2"": 6.0, ""3"": 6.0, ""4"": 7.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp,restarts,restarts,lower,5,6.2,6.0,6.0,6.6,"{""0"": 6.0, ""1"": 6.0, ""2"": 6.0, ""3"": 6.0, ""4"": 7.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.6,3.0,2.2,3.0,"{""0"": 2.0, ""1"": 3.0, ""2"": 2.0, ""3"": 3.0, ""4"": 3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.6,3.0,2.2,3.0,"{""0"": 2.0, ""1"": 3.0, ""2"": 2.0, ""3"": 3.0, ""4"": 3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,valid_fraction,valid generated fraction,higher,5,0.925,1.0,0.825,1.0,"{""0"": 1.0, ""1"": 0.875, ""2"": 0.75, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,tokens_used,reported input plus output tokens,lower,5,28025.4,28044.0,27698.4,28369.4,"{""0"": 28630.0, ""1"": 27496.0, ""2"": 28044.0, ""3"": 28208.0, ""4"": 27749.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,parent_improvements,parent improvements,higher,5,0.6,0.0,0.0,1.4,"{""0"": 2.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,productive_collisions,productive behavior collisions,higher,5,0.6,0.0,0.0,1.4,"{""0"": 2.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,unproductive_collisions,unproductive behavior collisions,lower,5,6.2,6.0,6.0,6.6,"{""0"": 6.0, ""1"": 6.0, ""2"": 6.0, ""3"": 7.0, ""4"": 6.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_qp_rr,restarts,restarts,lower,5,6.4,6.0,6.0,6.8,"{""0"": 6.0, ""1"": 7.0, ""2"": 7.0, ""3"": 6.0, ""4"": 6.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.8,3.0,2.2,3.4,"{""0"": 3.0, ""1"": 2.0, ""2"": 3.0, ""3"": 4.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.8,3.0,2.2,3.4,"{""0"": 3.0, ""1"": 2.0, ""2"": 3.0, ""3"": 4.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,valid_fraction,valid generated fraction,higher,5,0.9,1.0,0.8,1.0,"{""0"": 1.0, ""1"": 0.75, ""2"": 1.0, ""3"": 0.75, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,tokens_used,reported input plus output tokens,lower,4,27789.5,27845.0,27544.75,27979.5,"{""0"": 27777.0, ""2"": 28046.0, ""3"": 27913.0, ""4"": 27422.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,token_budget_valid,valid hard-token-ceiling run,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,parent_improvements,parent improvements,higher,5,0.4,0.0,0.0,0.8,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,productive_collisions,productive behavior collisions,higher,5,0.4,0.0,0.0,0.8,"{""0"": 1.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,unproductive_collisions,unproductive behavior collisions,lower,5,5.8,6.0,4.8,6.6,"{""0"": 6.0, ""1"": 6.0, ""2"": 6.0, ""3"": 4.0, ""4"": 7.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,slots8,relational_rr,restarts,restarts,lower,5,6.8,7.0,6.4,7.0,"{""0"": 7.0, ""1"": 7.0, ""2"": 7.0, ""3"": 6.0, ""4"": 7.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.8,3.0,2.6,5.2,"{""0"": 2.0, ""1"": 3.0, ""2"": 5.0, ""3"": 6.0, ""4"": 3.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,4.0,4.0,2.8,5.2,"{""0"": 2.0, ""1"": 3.0, ""2"": 5.0, ""3"": 6.0, ""4"": 4.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,valid_fraction,valid generated fraction,higher,5,0.9303030303030303,0.9090909090909091,0.8787878787878787,0.9818181818181818,"{""0"": 0.8333333333333334, ""1"": 1.0, ""2"": 0.9090909090909091, ""3"": 1.0, ""4"": 0.9090909090909091}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,tokens_used,reported input plus output tokens,lower,4,23574.0,23728.0,22877.5,24116.5,"{""1"": 22594.0, ""2"": 23728.0, ""3"": 23728.0, ""4"": 24246.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,token_budget_valid,valid hard-token-ceiling run,higher,5,0.8,1.0,0.4,1.0,"{""0"": 0.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,parent_improvements,parent improvements,higher,5,3.0,3.0,1.8,4.2,"{""0"": 3.0, ""1"": 5.0, ""2"": 3.0, ""3"": 3.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,productive_collisions,productive behavior collisions,higher,5,2.0,1.0,0.6,3.8,"{""0"": 3.0, ""1"": 5.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,unproductive_collisions,unproductive behavior collisions,lower,5,5.0,5.0,3.2,6.8,"{""0"": 2.0, ""1"": 5.0, ""2"": 6.0, ""3"": 4.0, ""4"": 8.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,niche,restarts,restarts,lower,5,1.8,2.0,1.4,2.0,"{""0"": 1.0, ""1"": 2.0, ""2"": 2.0, ""3"": 2.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,3.0,3.0,2.2,4.0,"{""0"": 3.0, ""1"": 2.0, ""2"": 5.0, ""3"": 3.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,3.0,3.0,2.2,4.0,"{""0"": 3.0, ""1"": 2.0, ""2"": 5.0, ""3"": 3.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,valid_fraction,valid generated fraction,higher,5,0.9666666666666666,1.0,0.9,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 0.8333333333333334}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,tokens_used,reported input plus output tokens,lower,5,20796.6,20495.0,20244.8,21626.6,"{""0"": 20495.0, ""1"": 20030.0, ""2"": 22381.0, ""3"": 20388.0, ""4"": 20689.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,token_budget_valid,valid hard-token-ceiling run,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,learned_selector_test_loss,validation-fitted selector mean test loss,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,selector_gain_vs_single,selector improvement over validation-selected single rule,higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,selector_seconds_per_instance,selector feature and prediction seconds per test instance,lower,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,oracle_gain_upper_bound,test-instance oracle gain (upper bound only),higher,0,,,,,{}
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,parent_improvements,parent improvements,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,neighborhood_improvements,behavior-neighborhood improvements,higher,5,0.2,0.0,0.0,0.6,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,productive_collisions,productive behavior collisions,higher,5,0.0,0.0,0.0,0.0,"{""0"": 0.0, ""1"": 0.0, ""2"": 0.0, ""3"": 0.0, ""4"": 0.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,unproductive_collisions,unproductive behavior collisions,lower,5,5.0,5.0,4.4,5.6,"{""0"": 5.0, ""1"": 6.0, ""2"": 4.0, ""3"": 5.0, ""4"": 5.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational,restarts,restarts,lower,5,5.6,6.0,5.2,6.0,"{""0"": 5.0, ""1"": 6.0, ""2"": 5.0, ""3"": 6.0, ""4"": 6.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_qp,validation_selected_test_loss,validation-selected mean test loss,lower,5,0.1100736213451577,0.10892689570996252,0.10545916129654795,0.11460680397412712,"{""0"": 0.10892689570996252, ""1"": 0.11352826487106794, ""2"": 0.10182804463758785, ""3"": 0.11780149380826194, ""4"": 0.10828340769890829}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_qp,validation_selected_test_valid,validation-selected rule has valid test execution,higher,5,1.0,1.0,1.0,1.0,"{""0"": 1.0, ""1"": 1.0, ""2"": 1.0, ""3"": 1.0, ""4"": 1.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_qp,common_gate_test_behavior_modes,test behavior modes within common quality gate,higher,5,2.0,2.0,2.0,2.0,"{""0"": 2.0, ""1"": 2.0, ""2"": 2.0, ""3"": 2.0, ""4"": 2.0}"
alibaba-token-plan-cn,qwen3.7-plus,binpack,tokens30000,relational_qp,common_gate_test_eligible_size,test-eligible common-gate archive size,higher,5,2.0,2.0,2.0,2.0,"{""0"": 2.0, ""1"": 2.0, ""2"": 2.0, ""3"": 2.0, ""4"": 2.0}"
